id,name,address,build_year,type,jeonsae,monthly_deposit,monthly_pay,area,room_cnt,phone,lng,lat,registered_date
807,한이박,충청남도 용인시 처인구 오금980로,1989,아파트,418017,0,0,52.45,5,+82 10-6621-5418,161.469867,17.5834935,2023-01-31 21:54:02.080459
808,이이김,서울특별시 남구 오금28길,1985,원룸,84740,0,0,138.11,4,+82 10-4072-8752,83.339536,46.8454465,2022-04-10 00:33:58.010253
809,박하,충청남도 보은군 학동41가 (상훈이리),2002,아파트,63075,43444,0,127.75,8,+82 10-3490-9613,108.497799,30.8551395,2024-03-15 12:41:31.327042
810,주식회사 문,광주광역시 강동구 언주114가,1971,아파트,52707,0,648,60.48,9,+82 10-5793-2377,137.322279,-46.481445,2024-03-17 21:36:37.685107
811,(주) 한김장,경상북도 청주시 청원구 선릉7로,1996,아파트,388526,0,0,122.6,3,+82 10-5604-0707,152.806101,-88.2668795,2023-08-18 13:34:58.761173
812,(주) 김,충청남도 연천군 서초대가 (재호고이리),2013,원룸,0,0,0,109.34,8,+82 10-8992-7715,-143.830544,-23.1694715,2022-01-22 12:16:49.856352
813,박이배,서울특별시 구로구 잠실가 (준혁김읍),2004,아파트,0,29742,0,84.48,1,+82 10-7762-2545,32.333706,-47.444948,2020-12-13 02:30:15.985212
814,(유) 이권김,경상북도 보은군 개포가 (민수안이읍),1998,원룸,352664,0,0,54.85,4,+82 10-9806-8837,44.164571,-40.625572,2020-01-01 22:50:59.732159
815,유한회사 김,경기도 안양시 만안구 압구정51길 (정훈허장읍),1979,아파트,0,28405,1573,76.73,9,+82 10-2872-2042,-169.814575,-81.747410,2023-10-15 12:55:41.419285
816,김최한,광주광역시 동대문구 반포대거리,1966,아파트,346075,0,4961,103.73,5,+82 10-7193-3484,129.852669,-58.717055,2020-02-23 02:35:44.088518
817,유한회사 한최최,세종특별자치시 성북구 가락9거리 (성진김동),2017,아파트,232402,0,0,144.69,1,+82 10-7132-1933,-173.716195,-44.010826,2021-03-10 01:51:36.583521
818,(유) 박이이,울산광역시 노원구 도산대로 (하은박강면),2012,아파트,0,0,2850,44.89,5,+82 10-0680-1769,26.036787,-70.870581,2022-12-07 02:51:40.215303
819,박이이,경상남도 부천시 오정구 백제고분거리 (준영김김리),2010,아파트,0,0,1122,67.15,7,+82 10-2784-9754,-102.576595,22.5817515,2023-07-02 11:13:28.068019
820,이김,제주특별자치도 과천시 봉은사16가,1962,원룸,466853,27367,0,99.26,8,+82 10-1935-7162,104.287246,64.9711195,2022-03-16 15:30:35.784965
821,(유) 차,제주특별자치도 의정부시 양재천로 (서현송오읍),1977,아파트,342349,0,1682,40.04,0,+82 10-4034-0058,61.064394,-56.581561,2022-04-06 19:00:12.416005
822,(유) 허노김,세종특별자치시 서대문구 봉은사83가 (은영김조동),1973,원룸,0,15966,272,113.25,4,+82 10-1858-7883,-142.409591,-72.663697,2023-04-02 11:05:26.977042
823,(주) 전,전라북도 옥천군 강남대3로,2000,원룸,0,0,1721,58.43,4,+82 10-8692-4794,-38.389433,-66.8399955,2022-05-17 01:21:40.731492
824,주식회사 강최백,서울특별시 양천구 선릉996거리 (서현김박마을),1999,원룸,0,0,3802,18.64,8,+82 10-9716-3826,-51.255490,-6.140339,2020-10-26 09:52:00.774866
825,유한회사 이,울산광역시 서초구 영동대거리 (준서장리),1994,원룸,208102,42568,2239,82.1,0,+82 10-2322-7584,-16.081777,-5.805056,2023-10-25 21:55:27.084151
826,송손,서울특별시 종로구 논현로 (성호김하면),1977,아파트,0,0,3331,139.57,5,+82 10-0695-8057,-177.620068,36.5827475,2020-08-01 19:58:12.492516
827,권이이,서울특별시 성동구 잠실길,1996,아파트,341325,0,2524,134.2,5,+82 10-9147-7493,18.499596,-89.125627,2020-01-27 06:05:45.085972
828,주식회사 김,전라남도 이천시 가락6로,1986,원룸,169882,17129,1902,147.91,4,+82 10-8295-3968,-127.787002,-29.7732615,2021-07-21 14:12:34.958916
829,(주) 최박김,서울특별시 동구 언주324로 (승현남백면),1978,아파트,0,26549,0,64.47,3,+82 10-8167-4766,74.775682,30.1383195,2020-04-24 06:32:21.726987
830,김김권,광주광역시 광진구 백제고분길,1968,아파트,220073,0,0,115.85,3,+82 10-9272-6497,-162.679932,-76.336865,2022-11-20 18:32:35.939280
831,최황,세종특별자치시 동대문구 반포대732거리 (은주김김면),1994,원룸,0,0,0,140.36,0,+82 10-6425-4565,111.339919,-22.0190415,2021-10-10 21:07:07.946148
832,권이박,울산광역시 영등포구 강남대거리 (은주김동),1980,원룸,0,17113,0,85.33,5,+82 10-5754-9890,97.180254,-3.008668,2023-04-06 02:48:52.434691
833,김한최,대구광역시 구로구 언주가 (미영허마을),2018,원룸,0,0,2516,109.4,8,+82 10-4318-8419,88.644364,43.2301915,2023-09-02 11:42:19.647979
834,(주) 손김황,울산광역시 관악구 잠실6길 (지원박박동),1994,아파트,96099,0,2139,29.64,7,+82 10-5381-4452,-138.166786,50.5141095,2024-01-29 13:16:36.608153
835,(유) 이김김,대구광역시 구로구 서초대로,1968,아파트,0,0,0,34.42,3,+82 10-5265-8508,-36.922040,59.071031,2021-11-24 22:42:27.210953
836,박김,제주특별자치도 성남시 중원구 삼성2거리,1989,원룸,0,35043,0,123.23,3,+82 10-5404-1694,-51.924845,24.763660,2022-04-10 00:55:20.938494
837,유한회사 박배윤,서울특별시 노원구 서초대69거리 (중수박류읍),1994,원룸,264057,14440,0,37.71,7,+82 10-4628-9347,-60.855639,-23.6225965,2023-05-27 15:30:27.449238
838,이김장,충청북도 홍천군 잠실360거리 (순옥윤손면),2014,아파트,0,0,3842,32.49,10,+82 10-2095-7046,124.208629,-75.032416,2023-07-15 09:35:59.394006
839,(유) 최김김,부산광역시 중구 오금0길,2008,아파트,0,42600,446,47.01,2,+82 10-6196-0641,-53.373941,0.1863185,2023-08-12 06:11:35.281037
840,이김조,서울특별시 강남구 강남대397길,1961,아파트,246263,0,0,21.53,0,+82 10-8528-5880,38.259218,72.805680,2021-11-15 05:20:20.001402
841,(주) 하,대구광역시 영등포구 봉은사70로 (수진황안읍),2018,원룸,239243,0,2697,59.14,6,+82 10-3572-6970,75.868896,-20.1007335,2023-11-04 07:00:54.410953
842,주식회사 심이안,대전광역시 광진구 가락가,1981,아파트,0,0,255,26.02,9,+82 10-3291-8293,36.493949,-89.266634,2020-12-16 03:54:07.308076
843,(유) 홍윤김,충청남도 인제군 테헤란22로,1979,아파트,0,27515,0,113.06,8,+82 10-7584-7223,-137.860677,53.792290,2021-04-19 10:03:25.679595
844,(유) 김김김,충청북도 동해시 영동대2가,1984,원룸,0,17106,3087,132.11,0,+82 10-7838-5562,-121.183881,-65.5452665,2020-08-19 08:31:55.091439
845,김이,세종특별자치시 동대문구 언주로 (하은김김면),2013,원룸,0,0,0,43.26,9,+82 10-8594-6825,111.131047,-46.556785,2020-03-10 04:23:05.096846
846,고박,제주특별자치도 청양군 테헤란8가,1977,원룸,0,0,756,139.29,2,+82 10-9162-6910,-148.571183,-13.5890635,2023-10-25 05:17:56.768332
847,박이배,전라북도 태백시 봉은사로 (보람곽읍),2007,원룸,21882,0,1783,33.69,1,+82 10-2184-6405,-132.593773,-75.6495645,2023-08-18 15:43:47.513630
848,황노,강원도 성남시 수정구 오금가,2006,아파트,0,5934,1065,82.58,10,+82 10-6265-4667,-77.653595,24.7517115,2023-06-03 14:00:44.911732
849,이박,제주특별자치도 음성군 잠실가 (정웅손김읍),2019,아파트,155199,27323,0,121.43,2,+82 10-4713-2989,-3.660020,28.112321,2023-02-05 09:59:39.458921
850,주식회사 서,경상남도 예산군 오금길 (은서이읍),2021,원룸,200414,0,906,143.66,1,+82 10-3914-2783,-84.127640,29.552929,2024-02-23 23:37:14.773070
851,유한회사 지,전라남도 구리시 개포554길 (현주장김리),1994,원룸,354961,28668,0,84.91,2,+82 10-9016-8732,14.931822,12.415100,2022-10-21 13:57:24.048003
852,(주) 엄,광주광역시 관악구 학동거리 (현준권동),1968,아파트,476821,2645,0,138.85,0,+82 10-6692-3886,87.621687,67.5247775,2023-08-11 00:34:13.884270
853,(주) 곽,경상남도 수원시 강남대가,2001,원룸,0,0,1174,98.91,10,+82 10-3143-0074,112.356990,-12.094587,2021-12-27 17:56:17.165001
854,강최,강원도 청주시 서원구 언주가 (지은장읍),2015,원룸,0,33654,0,106.13,10,+82 10-6786-2829,-162.614210,15.9888095,2022-03-30 01:38:23.362679
855,유한회사 황최송,전라북도 안양시 서초대3가,1981,원룸,66120,40748,4584,133.88,6,+82 10-0210-3276,-133.722020,4.795812,2022-08-08 05:10:11.365038
856,강박김,충청북도 수원시 영통구 학동거리,2013,원룸,0,49721,0,62.3,2,+82 10-8729-7126,-39.139516,75.3211075,2023-09-16 21:55:45.094689
857,최박,경상북도 연천군 압구정거리,1971,원룸,0,0,1620,113.22,5,+82 10-2158-9965,-0.446473,47.352102,2020-02-12 11:31:47.509547
858,주식회사 이,전라남도 고성군 영동대가,1974,아파트,0,0,3730,82.08,7,+82 10-0440-1341,145.528790,-11.238175,2020-02-19 20:46:00.987690
859,유한회사 곽한황,전라북도 양평군 개포31로 (진우장이동),2021,아파트,89850,0,1062,84.21,7,+82 10-0515-1654,148.503298,-17.2593975,2023-08-08 19:56:02.468200
860,이손,제주특별자치도 평택시 삼성로 (명숙김면),2014,원룸,0,0,3857,105.57,5,+82 10-7520-9620,-66.146781,59.916280,2023-01-11 20:18:44.856150
861,이이,광주광역시 북구 석촌호수4가,1979,아파트,330851,0,4486,80.87,10,+82 10-2234-2839,-25.424399,-67.285676,2022-04-29 12:52:48.472155
862,(유) 김박오,부산광역시 양천구 영동대로 (성훈임면),1970,아파트,33624,0,0,93.26,10,+82 10-5813-6301,167.970292,73.4701765,2021-03-06 22:09:09.240464
863,이김,부산광역시 강북구 삼성가 (지우배우마을),2017,원룸,0,0,2403,17.77,6,+82 10-6192-5351,19.123230,-4.970377,2023-03-11 09:20:11.079575
864,(주) 이,광주광역시 마포구 서초중앙7로,1994,아파트,0,0,0,56.56,0,+82 10-2915-0088,-158.212855,-77.026009,2024-03-26 10:53:20.595943
865,주식회사 이,강원도 과천시 잠실2가,1968,아파트,0,32694,3285,39.89,8,+82 10-3739-7036,-124.007851,-2.8039125,2022-05-12 06:17:58.283041
866,이최백,광주광역시 강남구 논현거리 (미영장면),1980,원룸,0,37852,4746,110.04,4,+82 10-4894-6088,-107.505048,48.036072,2020-01-28 12:06:42.285958
867,이장,인천광역시 북구 봉은사884가 (예진배마을),2013,아파트,342665,0,1978,99.61,8,+82 10-9102-6021,-160.323643,-87.772873,2022-04-26 03:03:58.387202
868,주식회사 안,경기도 양주시 삼성97가,2023,아파트,314116,0,0,79.25,5,+82 10-7635-9930,-20.286388,28.2778995,2020-10-23 23:51:23.413764
869,황박김,세종특별자치시 노원구 학동로,1993,아파트,243367,0,1581,27.38,0,+82 10-2915-7317,-142.782381,-7.4002055,2022-05-20 08:06:29.369917
870,(주) 이김김,전라남도 안성시 양재천거리 (정숙김리),1962,아파트,360824,0,0,90.99,3,+82 10-0645-3929,72.569126,-31.031408,2022-03-20 09:26:07.865782
871,안강,충청북도 고성군 선릉687거리,1976,아파트,0,0,3460,148.39,5,+82 10-1507-2232,-166.291081,83.2557905,2023-04-25 18:44:27.622837
872,유한회사 윤윤김,광주광역시 관악구 언주거리 (정호홍김동),1992,원룸,0,40456,4534,79.51,8,+82 10-6008-2089,-144.363512,-29.656080,2020-09-10 05:40:29.034416
873,김노,대구광역시 서대문구 테헤란길 (영희이동),2016,원룸,0,0,4198,71.99,1,+82 10-3566-9516,173.860173,20.2008665,2024-03-09 00:24:51.462813
874,(주) 강,부산광역시 서대문구 잠실7길,1999,아파트,0,0,4235,131.68,10,+82 10-1994-9719,-19.779832,64.130758,2021-01-14 06:16:00.352548
875,하강,세종특별자치시 강남구 개포거리,1991,아파트,0,0,0,48.12,8,+82 10-3186-7461,174.743383,20.676342,2022-01-12 16:49:25.097156
876,조정나,전라남도 증평군 봉은사9로,2009,아파트,0,28962,3470,102.31,10,+82 10-6496-1516,-148.101560,-59.275271,2022-11-10 09:13:17.998958
877,유한회사 박,대전광역시 동작구 반포대가,2004,아파트,32039,33646,258,21.85,7,+82 10-1038-7681,125.506424,-87.965897,2021-09-02 21:33:26.159093
878,(주) 김,대구광역시 남구 학동길,1972,아파트,0,0,0,138.61,7,+82 10-9744-3848,-137.309387,5.7431395,2020-10-30 15:08:39.402953
879,(주) 백,서울특별시 동대문구 잠실906길 (경희박면),1987,원룸,353896,40033,0,23.17,6,+82 10-8260-6833,13.008693,-86.503455,2024-04-06 17:55:48.686347
880,황김,강원도 김포시 선릉거리,1998,원룸,0,0,0,42.63,9,+82 10-9165-6954,151.445295,87.1813865,2020-03-27 23:14:10.478054
881,김김,세종특별자치시 성동구 도산대길 (순옥박마을),2010,원룸,0,0,0,29.24,6,+82 10-9190-5890,-121.939653,37.940964,2023-10-11 06:21:29.832327
882,유한회사 김,대전광역시 은평구 선릉98가,1970,아파트,217459,13002,0,118.57,6,+82 10-1356-3313,-65.122226,-3.5528925,2021-02-07 04:36:15.743161
883,유한회사 임이윤,대전광역시 구로구 서초중앙가 (영환이정리),2010,원룸,362622,0,1844,85.61,8,+82 10-1299-5183,69.901288,-82.6347945,2020-10-19 07:38:38.769403
884,주식회사 이김김,강원도 천안시 동남구 영동대7거리,1968,아파트,0,0,0,20.54,6,+82 10-7243-3185,-101.363140,-52.1346005,2022-01-15 16:53:05.528796
885,(주) 이,강원도 안양시 동안구 개포08가 (민준최읍),1983,원룸,52401,0,109,90.78,8,+82 10-2857-9013,-145.563362,31.741381,2021-04-22 09:01:04.366747
886,주식회사 김하김,서울특별시 은평구 학동로 (재현최마을),2022,원룸,0,29323,0,34.18,10,+82 10-1439-2418,167.959558,43.949781,2020-05-05 13:39:35.136439
887,(주) 박,서울특별시 도봉구 영동대거리,1985,원룸,0,0,245,47.97,2,+82 10-7613-5791,165.321143,-40.6685025,2023-09-09 10:23:32.939646
888,주식회사 박,경상남도 논산시 반포대로 (승민우홍읍),1972,원룸,0,0,3618,67.43,8,+82 10-6197-6539,-120.181966,89.022949,2023-08-06 15:24:05.373626
889,주식회사 문,경상남도 양구군 개포7길,1976,아파트,0,0,0,110.56,2,+82 10-5469-4761,107.242928,-50.0973085,2021-06-17 00:43:37.273250
890,류박권,대전광역시 송파구 삼성6거리 (영호정면),2006,아파트,70968,0,0,140.54,0,+82 10-4754-8096,-135.104506,-33.972786,2020-10-26 04:28:58.468412
891,이양,전라북도 구리시 강남대거리,1991,원룸,20640,16584,0,66.9,6,+82 10-7698-5351,164.635840,18.857624,2024-03-13 07:20:33.019470
892,우엄,강원도 영월군 가락127가,2019,원룸,0,48950,0,22.31,9,+82 10-7817-5271,-154.893275,-18.3343265,2022-06-16 12:36:33.693242
893,송박이,울산광역시 성동구 오금3거리,1970,아파트,26174,25088,0,105.24,0,+82 10-5066-2973,0.950279,0.9388585,2020-11-04 07:51:50.707927
894,김강,서울특별시 종로구 삼성758길,1972,원룸,0,6125,3592,133.84,9,+82 10-3503-5693,-159.695300,16.3109935,2020-05-03 03:08:59.942177
895,김김,세종특별자치시 강북구 백제고분8로,2008,아파트,448657,26331,4357,39.99,2,+82 10-8866-8869,127.117941,35.709422,2020-03-02 12:06:14.931465
896,이서,전라남도 서산시 양재천6거리 (정남오이마을),2008,원룸,0,18343,4664,41.86,7,+82 10-7975-6145,-61.384186,88.9585435,2020-12-19 07:06:51.560283
897,박박박,전라남도 오산시 백제고분86길 (지아이문동),1966,아파트,0,25438,2335,89.32,7,+82 10-9983-8601,-27.365581,-47.468255,2023-05-11 02:48:43.611232
898,(유) 김,부산광역시 은평구 봉은사길 (은영이박읍),2005,원룸,256649,11946,243,42.45,9,+82 10-9849-7045,-99.421168,17.703183,2022-02-18 17:19:27.386329
899,이오,울산광역시 동구 봉은사885길 (민준황면),2015,아파트,0,13332,883,114.3,7,+82 10-3270-7395,143.107854,30.541648,2023-09-15 16:07:39.577483
900,이최류,경기도 수원시 권선구 양재천7길,1973,원룸,9459,41763,412,110.5,3,+82 10-5327-5647,18.885678,-60.315102,2022-02-10 06:29:51.158896
901,김한민,인천광역시 서대문구 선릉4로,1973,아파트,286914,0,417,45.47,7,+82 10-0200-8536,125.941798,18.757078,2022-02-07 04:36:57.054671
902,서이김,강원도 제천시 강남대51로,2018,아파트,0,0,0,81.48,10,+82 10-9879-6654,0.584958,62.5433015,2021-09-24 22:24:24.851891
903,이박이,전라남도 수원시 팔달구 개포거리 (현우장박마을),1968,원룸,0,0,0,86.59,3,+82 10-0018-6891,-109.381979,75.889260,2020-08-04 05:03:10.705736
904,(유) 송강김,서울특별시 종로구 도산대가,1971,아파트,343189,0,2266,118.09,5,+82 10-2899-2071,-44.144655,-11.6028015,2020-11-07 06:00:48.315042
905,유한회사 김김서,강원도 고양시 일산서구 테헤란거리,1997,원룸,0,30723,2890,112.96,8,+82 10-4439-7964,-163.009681,68.886754,2023-11-15 21:33:51.902143
906,이고,경상남도 동두천시 언주로,2014,아파트,0,23359,4370,43.49,9,+82 10-1473-0569,-169.978302,31.118862,2022-02-16 00:36:18.589192
907,(주) 이이이,전라남도 춘천시 양재천057거리,2015,원룸,0,0,4241,27.04,6,+82 10-6575-5377,-178.597788,79.384373,2022-08-15 09:16:51.116314
908,(주) 윤,충청북도 청주시 상당구 백제고분길,2002,아파트,10160,49067,0,115.59,9,+82 10-5823-4920,-70.746586,65.630501,2022-07-04 17:08:43.630080
909,주식회사 김이김,울산광역시 서대문구 언주10길 (예원한리),2018,아파트,0,15845,4096,76.49,4,+82 10-2019-6428,121.057783,43.6004195,2022-09-19 02:06:16.545808
910,황서,충청북도 고양시 테헤란852거리,2005,원룸,262920,11268,0,134.48,10,+82 10-5086-6934,132.692706,5.2071605,2020-12-16 09:52:57.752630
911,문장박,강원도 영월군 서초대가,2005,아파트,266989,0,2341,101.56,8,+82 10-0352-0299,-44.118900,-15.166810,2020-11-21 02:27:24.381604
912,유한회사 김,충청남도 광주시 양재천4거리,1974,원룸,406316,0,0,20.22,5,+82 10-7556-3167,-26.843255,18.383559,2024-02-28 13:06:45.864894
913,(주) 양김문,충청남도 용인시 수지구 서초중앙609로,1979,원룸,46179,0,0,96.6,8,+82 10-4510-0272,-74.368770,-17.3285435,2021-10-31 01:22:58.466323
914,주식회사 조,충청북도 용인시 서초대길 (지연김노읍),1983,원룸,0,13016,3196,85.96,4,+82 10-1028-9135,179.213772,87.9872505,2022-05-24 00:14:27.411738
915,주식회사 나이윤,경상북도 서산시 도산대길 (경숙이박면),2009,아파트,437556,0,0,53.19,10,+82 10-3384-7181,122.761115,26.0047775,2022-05-11 17:02:21.716031
916,이이,전라남도 고양시 덕양구 테헤란1가 (승현박리),1994,원룸,49217,30847,4923,146.34,9,+82 10-9248-0852,173.303684,-79.682806,2020-11-27 01:41:30.082578
917,박최,충청북도 양양군 논현길 (성훈이류동),1972,원룸,0,26412,2266,46.63,1,+82 10-2922-4364,70.460588,-65.9161965,2020-04-11 04:23:37.772244
918,유한회사 안,대전광역시 도봉구 서초중앙로,2017,원룸,389400,43809,0,128.96,6,+82 10-8529-9347,99.175731,85.2618915,2024-03-09 21:47:48.705134
919,(주) 김,울산광역시 구로구 오금5길,1964,아파트,0,0,0,112.72,9,+82 10-6642-6679,-172.582041,67.579259,2021-01-05 11:06:37.084992
920,박김,제주특별자치도 청양군 학동가,1980,아파트,212993,0,3913,34.14,6,+82 10-2401-3442,-71.270942,-40.2642765,2022-08-30 13:41:50.531510
921,김배,부산광역시 성동구 역삼02거리 (미경안면),2011,원룸,0,22812,0,50.83,8,+82 10-8257-7701,-141.121592,-31.435450,2024-02-28 15:46:27.487669
922,조김,충청남도 수원시 장안구 강남대041가 (영환하노마을),1985,아파트,0,0,0,118.59,3,+82 10-8352-7057,139.676331,-7.875884,2020-03-22 07:52:02.410576
923,유한회사 한이남,광주광역시 성북구 가락가,1995,아파트,276245,8647,454,40.6,9,+82 10-6166-8123,-104.018311,8.684079,2023-09-07 01:10:01.594199
924,주식회사 김김김,대구광역시 성북구 가락가,1983,아파트,0,0,3644,76.2,3,+82 10-4078-7604,32.547698,-4.963802,2021-12-09 04:11:22.594538
925,김김,경상북도 보령시 백제고분로,1993,아파트,162742,2544,0,104.7,2,+82 10-3110-9682,150.115945,46.236613,2020-02-20 01:33:25.470702
926,유한회사 심박이,전라북도 평택시 개포07거리,1976,아파트,0,0,1958,71.11,3,+82 10-1099-3308,56.025582,79.379771,2021-05-25 10:25:02.075125
927,주식회사 이,경상남도 성남시 분당구 도산대92길 (민석최리),1970,원룸,0,36071,3490,15.68,0,+82 10-3214-6669,-143.131637,-31.058789,2021-07-15 10:40:38.193209
928,주식회사 이김이,강원도 가평군 선릉길,2022,아파트,0,44125,4046,132.08,6,+82 10-4084-9236,12.777702,60.1312685,2023-08-15 06:55:29.245446
929,김조김,인천광역시 서초구 학동거리,2018,아파트,343592,0,2878,71.82,4,+82 10-4199-5447,65.069099,-9.4054545,2024-03-23 02:52:31.815922
930,전황,부산광역시 용산구 삼성거리 (성수김읍),1983,원룸,408250,0,0,143.01,5,+82 10-0456-6060,164.109650,-54.0119115,2020-01-04 09:06:18.295159
931,김김박,인천광역시 종로구 서초중앙27길,1989,원룸,183606,0,0,114.71,8,+82 10-4805-1318,77.552883,-59.1554725,2021-04-21 23:16:10.121367
932,윤배,대구광역시 동작구 백제고분464로 (동현정마을),1999,아파트,387947,0,0,79.25,2,+82 10-6373-1072,145.342691,-76.101236,2021-12-10 17:51:59.383707
933,주식회사 김박이,대전광역시 남구 영동대2가,2019,원룸,234656,0,4621,121.4,2,+82 10-1314-9522,114.197978,48.277261,2021-01-29 08:58:57.993291
934,유한회사 최이김,강원도 평창군 논현11거리,2017,원룸,0,0,3593,83.82,3,+82 10-2683-5334,-58.540097,-4.337042,2020-05-23 23:47:18.666458
935,김이,경기도 홍천군 백제고분82가 (수민양읍),2010,아파트,0,0,0,47.23,7,+82 10-0341-0219,57.094213,51.252157,2021-10-24 02:41:57.265835
936,박노장,충청남도 철원군 강남대가,1992,아파트,154000,0,0,89.77,7,+82 10-6231-5851,157.228162,18.6478155,2020-12-12 12:35:10.684109
937,최강,경기도 이천시 테헤란거리 (정웅황오읍),1993,원룸,0,452,0,83.21,5,+82 10-2435-4092,-6.178093,-3.8196035,2023-03-20 18:22:04.463448
938,서고김,부산광역시 송파구 서초대거리,1961,아파트,146432,0,2141,102.3,3,+82 10-9464-4311,-46.095268,-31.970888,2024-04-16 00:41:00.145285
939,(유) 김김이,대전광역시 남구 백제고분712로 (보람이마을),1981,원룸,0,21121,3827,135.15,3,+82 10-7475-0510,-148.224578,-70.524451,2021-01-27 14:11:07.826161
940,이이,전라남도 철원군 논현7가 (수진황동),2013,원룸,0,36450,3688,36.68,1,+82 10-4337-7822,125.925726,-66.990573,2021-10-02 11:24:13.236073
941,주식회사 이송남,세종특별자치시 동작구 학동31길,1988,아파트,65446,0,2052,122.43,10,+82 10-7179-2528,137.116513,-64.329535,2020-06-21 11:13:46.582071
942,(주) 전김김,강원도 하남시 선릉91길 (순옥최읍),1985,아파트,80078,34817,2612,134.37,2,+82 10-7621-0930,-148.605758,17.2109435,2022-03-16 18:23:01.322563
943,(주) 박구장,강원도 충주시 개포497로 (성훈권김면),1968,원룸,0,0,0,93.81,0,+82 10-6283-4066,-72.019645,-6.7395175,2023-09-23 02:36:02.569040
944,김김최,인천광역시 강북구 삼성937거리,2008,아파트,0,33467,594,49.16,3,+82 10-0131-5438,-160.453250,-13.783636,2022-05-26 19:25:35.364311
945,우김,전라남도 공주시 강남대로,2016,원룸,0,47030,0,132.87,4,+82 10-6222-9586,80.559100,65.488664,2022-08-25 13:00:05.515713
946,고박,서울특별시 구로구 석촌호수36길 (경숙이면),2005,아파트,0,38820,1112,129.95,5,+82 10-6392-6904,-43.410334,37.4734175,2021-01-22 18:47:01.007539
947,주식회사 성,충청남도 철원군 논현로 (명숙장김리),1974,원룸,0,0,1601,130.25,0,+82 10-7392-5939,29.720236,45.7289025,2024-03-07 05:26:57.608309
948,(유) 김,세종특별자치시 종로구 양재천가 (준영이리),1997,아파트,0,1083,0,127.32,6,+82 10-1770-2539,-57.677046,42.769978,2022-12-10 03:01:38.161369
949,(유) 최,울산광역시 구로구 논현077로 (승현김이동),2006,아파트,120743,0,4185,44.2,8,+82 10-2812-3985,-57.062441,-17.594295,2022-12-07 17:59:56.194310
950,(유) 장,경기도 부여군 도산대가 (순자김면),1997,원룸,126665,14169,713,106.26,7,+82 10-2908-5071,66.345398,35.6575255,2023-10-26 07:04:11.936647
951,주식회사 이,강원도 횡성군 삼성거리 (성호이김리),1987,원룸,0,0,4070,90.72,3,+82 10-4883-3275,86.565675,32.5591125,2020-06-08 06:41:29.200946
952,(유) 김,제주특별자치도 동두천시 선릉거리,1981,아파트,0,0,3613,46.9,9,+82 10-1892-9248,174.278826,45.902921,2020-06-15 23:03:05.870277
953,한한,인천광역시 북구 양재천979길 (윤서민면),2013,아파트,0,32685,0,44.67,4,+82 10-7882-8648,-162.941518,19.5747445,2023-11-07 06:45:15.577889
954,한권,제주특별자치도 인제군 반포대5가 (상호박이동),1962,아파트,78506,0,0,106.62,0,+82 10-1802-0679,171.073989,-60.8486485,2023-05-30 21:00:32.179940
955,(유) 김김백,대구광역시 종로구 잠실7가,2009,아파트,35640,0,0,144.29,5,+82 10-9245-2721,-63.788217,43.384128,2024-02-01 05:22:36.666725
956,(유) 이,제주특별자치도 괴산군 언주48거리,2022,아파트,0,14956,0,88.86,6,+82 10-8420-5510,-21.499465,-32.357413,2024-02-28 11:09:27.023659
957,(주) 이이류,경상남도 홍천군 논현가 (하은안읍),1999,아파트,222833,0,3676,116.93,3,+82 10-6058-3236,-32.316946,37.0475725,2024-02-22 03:26:07.637257
958,김김박,부산광역시 은평구 강남대거리,2018,원룸,0,0,3666,102.21,4,+82 10-7864-2603,-118.809112,-14.3787145,2023-11-14 13:09:46.357403
959,유한회사 최,서울특별시 강서구 언주43로 (종수차읍),1997,원룸,170207,0,3440,145.29,0,+82 10-8366-2124,23.348936,-48.6510905,2021-08-10 19:45:46.900570
960,이김,부산광역시 중랑구 서초대로 (서연안리),1977,원룸,0,39178,0,81.77,1,+82 10-4631-0841,-125.618626,-21.525440,2020-06-16 10:22:29.898879
961,안하김,인천광역시 북구 서초대10길 (영철이김읍),1968,원룸,188534,0,3663,21.35,9,+82 10-6385-6521,-54.663827,11.593709,2022-12-27 12:44:04.961506
962,(주) 김,대전광역시 양천구 양재천30가,1973,원룸,89377,25513,3105,56.57,9,+82 10-9895-6338,-102.815490,-16.0648515,2024-03-17 13:05:33.420150
963,유한회사 이박김,전라남도 용인시 수지구 서초중앙가,2009,아파트,433169,0,0,45.59,10,+82 10-1732-9439,121.456832,-35.0095475,2021-08-01 12:15:30.239702
964,최장김,충청북도 고성군 백제고분거리 (지후김박마을),1988,원룸,344969,0,4512,123.38,5,+82 10-7419-8453,-119.322171,-54.353453,2020-03-30 01:41:17.260851
965,하한,충청북도 정선군 양재천로 (영환김양읍),2005,아파트,298791,31239,2649,113.25,0,+82 10-9215-0513,52.906669,-26.0004915,2024-03-21 13:11:55.042617
966,송권송,대구광역시 마포구 서초대거리 (승민김마을),2008,아파트,391852,35156,3417,111.77,1,+82 10-8836-9584,-137.771469,64.586628,2020-01-17 20:34:47.375166
967,이최김,충청남도 화천군 영동대6거리 (준서김동),1982,아파트,0,16855,4219,136.93,7,+82 10-0624-0372,-39.034359,85.502628,2020-01-07 10:11:16.931249
968,안박,경기도 동두천시 도산대0가,1975,아파트,454798,0,3455,149.54,1,+82 10-2558-1548,9.537664,-40.249259,2020-02-11 01:20:17.684694
